filename,total_words,exact_count,compound_count,proper_name_count,oov_count,archaic_icelandic_count,archaic_z_unverified_count,in_bin_ratio,exact_ratio,compound_ratio,proper_name_ratio,oov_ratio,archaic_icelandic_ratio,archaic_z_unverified_ratio
gpt5_blog_prompt_002.txt,1142,1141,0,1,0,0,0,1.000000,0.999124,0.000000,0.000876,0.000000,0.000000,0.000000
gpt5_blog_prompt_003.txt,1215,1211,0,4,0,0,0,1.000000,0.996708,0.000000,0.003292,0.000000,0.000000,0.000000
gpt5_blog_prompt_004.txt,1344,1325,2,9,8,0,0,0.994048,0.985863,0.001488,0.006696,0.005952,0.000000,0.000000
gpt5_blog_prompt_005.txt,1266,1265,0,1,0,0,0,1.000000,0.999210,0.000000,0.000790,0.000000,0.000000,0.000000
gpt5_blog_prompt_006.txt,1010,997,1,7,5,0,0,0.995050,0.987129,0.000990,0.006931,0.004950,0.000000,0.000000
gpt5_blog_prompt_007.txt,1191,1182,1,7,1,0,0,0.999160,0.992443,0.000840,0.005877,0.000840,0.000000,0.000000
gpt5_blog_prompt_008.txt,1124,1110,2,5,7,0,0,0.993772,0.987544,0.001779,0.004448,0.006228,0.000000,0.000000
gpt5_blog_prompt_009.txt,1227,1212,0,3,12,0,0,0.990220,0.987775,0.000000,0.002445,0.009780,0.000000,0.000000
gpt5_blog_prompt_010.txt,1313,1296,2,13,2,0,0,0.998477,0.987053,0.001523,0.009901,0.001523,0.000000,0.000000
gpt5_blog_prompt_011.txt,1403,1385,3,9,6,0,0,0.995723,0.987170,0.002138,0.006415,0.004277,0.000000,0.000000
gpt5_blog_prompt_012.txt,1290,1267,5,9,9,0,0,0.993023,0.982171,0.003876,0.006977,0.006977,0.000000,0.000000
gpt5_blog_prompt_013.txt,1264,1258,0,5,1,0,0,0.999209,0.995253,0.000000,0.003956,0.000791,0.000000,0.000000
gpt5_blog_prompt_014.txt,1377,1369,2,0,6,0,0,0.995643,0.994190,0.001452,0.000000,0.004357,0.000000,0.000000
gpt5_blog_prompt_015.txt,1001,995,0,5,1,0,0,0.999001,0.994006,0.000000,0.004995,0.000999,0.000000,0.000000
gtp_5_news_prompt_001.txt,1343,1330,3,6,4,0,0,0.997022,0.990320,0.002234,0.004468,0.002978,0.000000,0.000000
gtp_5_news_prompt_002.txt,1268,1264,2,2,0,0,0,1.000000,0.996845,0.001577,0.001577,0.000000,0.000000,0.000000
gtp_5_news_prompt_003.txt,1310,1294,3,6,7,0,0,0.994656,0.987786,0.002290,0.004580,0.005344,0.000000,0.000000
gtp_5_news_prompt_004.txt,1272,1251,3,16,2,0,0,0.998428,0.983491,0.002358,0.012579,0.001572,0.000000,0.000000
gtp_5_news_prompt_005.txt,1198,1178,7,10,3,0,0,0.997496,0.983306,0.005843,0.008347,0.002504,0.000000,0.000000
gtp_5_news_prompt_006.txt,871,860,3,4,4,0,0,0.995408,0.987371,0.003444,0.004592,0.004592,0.000000,0.000000
gtp_5_news_prompt_007.txt,1181,1149,3,22,7,0,0,0.994073,0.972904,0.002540,0.018628,0.005927,0.000000,0.000000
gtp_5_news_prompt_008.txt,1263,1243,1,15,4,0,1,0.996833,0.984165,0.000792,0.011876,0.003167,0.000000,0.000792
gtp_5_news_prompt_009.txt,1203,1199,0,4,0,0,0,1.000000,0.996675,0.000000,0.003325,0.000000,0.000000,0.000000
gtp_5_news_prompt_010.txt,1045,1023,2,4,16,0,0,0.984689,0.978947,0.001914,0.003828,0.015311,0.000000,0.000000
gtp_5_news_prompt_011.txt,967,958,1,4,4,0,0,0.995863,0.990693,0.001034,0.004137,0.004137,0.000000,0.000000
gtp_5_news_prompt_012.txt,1297,1280,0,4,13,0,0,0.989977,0.986893,0.000000,0.003084,0.010023,0.000000,0.000000
gtp_5_news_prompt_013.txt,1032,1023,4,5,0,0,0,1.000000,0.991279,0.003876,0.004845,0.000000,0.000000,0.000000
gtp_5_news_prompt_014.txt,854,845,2,7,0,0,0,1.000000,0.989461,0.002342,0.008197,0.000000,0.000000,0.000000
gtp_5_news_prompt_015.txt,830,787,1,27,15,0,0,0.981928,0.948193,0.001205,0.032530,0.018072,0.000000,0.000000
gpt5_unseen_prompt_001.txt,888,838,2,44,4,0,0,0.995495,0.943694,0.002252,0.049550,0.004505,0.000000,0.000000
gpt5_unseen_prompt_002.txt,1511,1472,0,21,18,0,0,0.988087,0.974189,0.000000,0.013898,0.011913,0.000000,0.000000
gpt5_unseen_prompt_003.txt,1269,1166,0,39,64,0,0,0.949567,0.918834,0.000000,0.030733,0.050433,0.000000,0.000000
gpt5_unseen_prompt_004.txt,1162,1130,5,9,18,0,0,0.984509,0.972461,0.004303,0.007745,0.015491,0.000000,0.000000
gpt5_unseen_prompt_005.txt,946,855,1,32,58,0,0,0.938689,0.903805,0.001057,0.033827,0.061311,0.000000,0.000000
gpt5_unseen_prompt_006.txt,1032,1010,5,1,16,0,0,0.984496,0.978682,0.004845,0.000969,0.015504,0.000000,0.000000
gpt5_unseen_prompt_007.txt,2513,2479,10,7,17,0,0,0.993235,0.986470,0.003979,0.002786,0.006765,0.000000,0.000000
gpt5_unseen_prompt_008.txt,1101,990,0,37,74,0,0,0.932788,0.899183,0.000000,0.033606,0.067212,0.000000,0.000000
gpt5_unseen_prompt_009.txt,1266,1159,2,45,60,0,0,0.952607,0.915482,0.001580,0.035545,0.047393,0.000000,0.000000
gpt5_unseen_prompt_010.txt,1347,1250,0,50,47,0,1,0.965108,0.927988,0.000000,0.037120,0.034892,0.000000,0.000742
gpt5_unseen_prompt_011.txt,1112,1037,2,12,61,0,0,0.945144,0.932554,0.001799,0.010791,0.054856,0.000000,0.000000
gpt5_unseen_prompt_012.txt,962,899,3,14,46,0,0,0.952183,0.934511,0.003119,0.014553,0.047817,0.000000,0.000000
gpt5_unseen_prompt_013.txt,1117,1020,5,27,65,0,0,0.941808,0.913160,0.004476,0.024172,0.058192,0.000000,0.000000
gpt5_unseen_prompt_014.txt,1061,945,9,19,88,0,0,0.917059,0.890669,0.008483,0.017908,0.082941,0.000000,0.000000
gpt5_unseen_prompt_015.txt,904,832,2,11,59,0,0,0.934735,0.920354,0.002212,0.012168,0.065265,0.000000,0.000000
le_chat_balanced_unseen_prompt_005.txt,991,881,4,64,42,0,0,0.957619,0.889001,0.004036,0.064581,0.042381,0.000000,0.000000
le_chat_balanced_unseen_prompt_006.txt,1550,1510,6,8,26,0,0,0.983226,0.974194,0.003871,0.005161,0.016774,0.000000,0.000000
le_chat_balanced_unseen_prompt_007.txt,4255,3940,49,59,207,0,4,0.951351,0.925969,0.011516,0.013866,0.048649,0.000000,0.000940
le_chat_balanced_unseen_prompt_008.txt,772,694,5,51,22,0,0,0.971503,0.898964,0.006477,0.066062,0.028497,0.000000,0.000000
le_chat_balanced_unseen_prompt_009.txt,7107,6300,47,615,145,0,0,0.979598,0.886450,0.006613,0.086534,0.020402,0.000000,0.000000
le_chat_balanced_unseen_prompt_013.txt,1267,1130,0,39,98,0,0,0.922652,0.891871,0.000000,0.030781,0.077348,0.000000,0.000000
le_chat_balanced_unseen_prompt_014.txt,1046,992,3,17,34,0,0,0.967495,0.948375,0.002868,0.016252,0.032505,0.000000,0.000000
le_chat_balanced_unseen_prompt_015.txt,1422,1361,10,6,45,0,0,0.968354,0.957103,0.007032,0.004219,0.031646,0.000000,0.000000
le_chat_fast_academic_prompt_001.txt,1113,1075,4,7,27,0,0,0.975741,0.965858,0.003594,0.006289,0.024259,0.000000,0.000000
le_chat_fast_academic_prompt_002.txt,606,558,10,6,32,0,0,0.947195,0.920792,0.016502,0.009901,0.052805,0.000000,0.000000
le_chat_fast_academic_prompt_003.txt,243,218,8,8,9,0,0,0.962963,0.897119,0.032922,0.032922,0.037037,0.000000,0.000000
le_chat_fast_academic_prompt_004.txt,970,945,10,7,8,0,0,0.991753,0.974227,0.010309,0.007216,0.008247,0.000000,0.000000
le_chat_fast_academic_prompt_005.txt,729,703,3,6,17,0,1,0.976680,0.964335,0.004115,0.008230,0.023320,0.000000,0.001372
le_chat_fast_academic_prompt_006.txt,188,184,1,0,3,0,0,0.984043,0.978723,0.005319,0.000000,0.015957,0.000000,0.000000
le_chat_fast_academic_prompt_007.txt,740,707,14,17,2,0,0,0.997297,0.955405,0.018919,0.022973,0.002703,0.000000,0.000000
le_chat_fast_academic_prompt_008.txt,830,782,2,23,23,0,0,0.972289,0.942169,0.002410,0.027711,0.027711,0.000000,0.000000
le_chat_fast_academic_prompt_009.txt,3809,3750,41,9,9,0,0,0.997637,0.984510,0.010764,0.002363,0.002363,0.000000,0.000000
le_chat_fast_academic_prompt_010.txt,1169,1143,24,1,1,0,0,0.999145,0.977759,0.020530,0.000855,0.000855,0.000000,0.000000
le_chat_fast_academic_prompt_011.txt,206,189,10,2,5,0,0,0.975728,0.917476,0.048544,0.009709,0.024272,0.000000,0.000000
le_chat_fast_academic_prompt_012.txt,1114,1080,17,1,16,0,0,0.985637,0.969479,0.015260,0.000898,0.014363,0.000000,0.000000
le_chat_fast_academic_prompt_013.txt,954,868,52,5,29,0,0,0.969602,0.909853,0.054507,0.005241,0.030398,0.000000,0.000000
le_chat_fast_academic_prompt_014.txt,1055,963,31,26,35,0,0,0.966825,0.912796,0.029384,0.024645,0.033175,0.000000,0.000000
le_chat_fast_academic_prompt_015.txt,695,636,8,3,48,0,0,0.930935,0.915108,0.011511,0.004317,0.069065,0.000000,0.000000
le_chat_fast_blog_prompt_001.txt,1366,1314,13,38,1,0,0,0.999268,0.961933,0.009517,0.027818,0.000732,0.000000,0.000000
le_chat_fast_blog_prompt_010.txt,1311,1286,3,17,5,0,0,0.996186,0.980931,0.002288,0.012967,0.003814,0.000000,0.000000
le_chat_fast_blog_prompt_011.txt,1739,1699,4,22,14,0,0,0.991949,0.976998,0.002300,0.012651,0.008051,0.000000,0.000000
le_chat_fast_blog_prompt_012.txt,860,831,5,19,5,0,1,0.994186,0.966279,0.005814,0.022093,0.005814,0.000000,0.001163
le_chat_fast_blog_prompt_013.txt,390,374,3,13,0,0,0,1.000000,0.958974,0.007692,0.033333,0.000000,0.000000,0.000000
le_chat_fast_blog_prompt_014.txt,774,773,1,0,0,0,0,1.000000,0.998708,0.001292,0.000000,0.000000,0.000000,0.000000
le_chat_fast_news_prompt_001.txt,326,296,9,10,11,0,0,0.966258,0.907975,0.027607,0.030675,0.033742,0.000000,0.000000
le_chat_fast_news_prompt_002.txt,1050,1011,1,18,20,0,0,0.980952,0.962857,0.000952,0.017143,0.019048,0.000000,0.000000
le_chat_fast_news_prompt_003.txt,784,757,5,8,14,0,0,0.982143,0.965561,0.006378,0.010204,0.017857,0.000000,0.000000
le_chat_fast_news_prompt_004.txt,1430,1399,3,20,8,0,0,0.994406,0.978322,0.002098,0.013986,0.005594,0.000000,0.000000
le_chat_fast_news_prompt_005.txt,1068,963,10,69,26,0,0,0.975655,0.901685,0.009363,0.064607,0.024345,0.000000,0.000000
le_chat_fast_news_prompt_006.txt,616,570,7,27,12,0,0,0.980519,0.925325,0.011364,0.043831,0.019481,0.000000,0.000000
le_chat_fast_news_prompt_007.txt,724,668,9,26,21,0,0,0.970994,0.922652,0.012431,0.035912,0.029006,0.000000,0.000000
le_chat_fast_news_prompt_008.txt,1256,1173,7,53,23,0,0,0.981688,0.933917,0.005573,0.042197,0.018312,0.000000,0.000000
le_chat_fast_news_prompt_009.txt,652,646,2,3,1,0,0,0.998466,0.990798,0.003067,0.004601,0.001534,0.000000,0.000000
le_chat_fast_news_prompt_010.txt,3424,3298,0,35,91,0,0,0.973423,0.963201,0.000000,0.010222,0.026577,0.000000,0.000000
le_chat_fast_news_prompt_011.txt,486,473,2,8,3,0,0,0.993827,0.973251,0.004115,0.016461,0.006173,0.000000,0.000000
le_chat_fast_news_prompt_012.txt,1386,1285,9,50,42,0,0,0.969697,0.927128,0.006494,0.036075,0.030303,0.000000,0.000000
le_chat_fast_news_prompt_013.txt,1186,1107,8,38,33,0,2,0.972175,0.933390,0.006745,0.032040,0.027825,0.000000,0.001686
le_chat_fast_news_prompt_014.txt,598,557,6,9,26,0,0,0.956522,0.931438,0.010033,0.015050,0.043478,0.000000,0.000000
le_chat_fast_news_prompt_015.txt,1620,1491,21,53,55,0,1,0.966049,0.920370,0.012963,0.032716,0.033951,0.000000,0.000617
le_chat_thinking_academic_prompt_001.txt,537,506,5,7,19,0,0,0.964618,0.942272,0.009311,0.013035,0.035382,0.000000,0.000000
le_chat_thinking_academic_prompt_002.txt,936,877,8,15,36,0,0,0.961538,0.936966,0.008547,0.016026,0.038462,0.000000,0.000000
le_chat_thinking_academic_prompt_003.txt,1016,869,38,13,96,0,2,0.905512,0.855315,0.037402,0.012795,0.094488,0.000000,0.001969
le_chat_thinking_academic_prompt_004.txt,1727,1600,32,41,54,0,0,0.968732,0.926462,0.018529,0.023741,0.031268,0.000000,0.000000
le_chat_thinking_academic_prompt_005.txt,1850,1761,7,35,47,0,1,0.974595,0.951892,0.003784,0.018919,0.025405,0.000000,0.000541
le_chat_thinking_academic_prompt_006.txt,1770,1731,4,14,21,0,0,0.988136,0.977966,0.002260,0.007910,0.011864,0.000000,0.000000
le_chat_thinking_academic_prompt_007.txt,965,919,16,24,6,0,0,0.993782,0.952332,0.016580,0.024870,0.006218,0.000000,0.000000
le_chat_thinking_academic_prompt_008.txt,1280,1214,17,31,18,0,0,0.985938,0.948438,0.013281,0.024219,0.014063,0.000000,0.000000
le_chat_thinking_academic_prompt_009.txt,321,300,2,8,11,0,0,0.965732,0.934579,0.006231,0.024922,0.034268,0.000000,0.000000
le_chat_thinking_academic_prompt_010.txt,947,925,8,1,13,0,0,0.986272,0.976769,0.008448,0.001056,0.013728,0.000000,0.000000
le_chat_thinking_academic_prompt_011.txt,1348,1284,28,16,20,0,0,0.985163,0.952522,0.020772,0.011869,0.014837,0.000000,0.000000
le_chat_thinking_academic_prompt_012.txt,951,908,13,4,26,0,0,0.972660,0.954784,0.013670,0.004206,0.027340,0.000000,0.000000
le_chat_thinking_academic_prompt_013.txt,487,450,23,3,11,0,0,0.977413,0.924025,0.047228,0.006160,0.022587,0.000000,0.000000
le_chat_thinking_academic_prompt_014.txt,1076,894,40,22,120,0,0,0.888476,0.830855,0.037175,0.020446,0.111524,0.000000,0.000000
le_chat_thinking_academic_prompt_015.txt,1036,964,10,6,56,0,0,0.945946,0.930502,0.009653,0.005792,0.054054,0.000000,0.000000
le_chat_thinking_blog_prompt_001.txt,335,319,1,12,3,0,0,0.991045,0.952239,0.002985,0.035821,0.008955,0.000000,0.000000
le_chat_thinking_blog_prompt_002.txt,596,590,2,3,1,0,0,0.998322,0.989933,0.003356,0.005034,0.001678,0.000000,0.000000
le_chat_thinking_blog_prompt_003.txt,582,561,3,11,7,0,0,0.987973,0.963918,0.005155,0.018900,0.012027,0.000000,0.000000
le_chat_thinking_blog_prompt_004.txt,601,581,6,3,11,0,0,0.981697,0.966722,0.009983,0.004992,0.018303,0.000000,0.000000
le_chat_thinking_blog_prompt_005.txt,789,768,2,16,3,0,0,0.996198,0.973384,0.002535,0.020279,0.003802,0.000000,0.000000
le_chat_thinking_blog_prompt_006.txt,186,169,1,11,5,0,1,0.973118,0.908602,0.005376,0.059140,0.026882,0.000000,0.005376
le_chat_thinking_blog_prompt_007.txt,217,213,0,2,2,0,0,0.990783,0.981567,0.000000,0.009217,0.009217,0.000000,0.000000
le_chat_thinking_blog_prompt_008.txt,375,274,9,10,82,0,0,0.781333,0.730667,0.024000,0.026667,0.218667,0.000000,0.000000
le_chat_thinking_blog_prompt_009.txt,1030,957,5,13,55,0,0,0.946602,0.929126,0.004854,0.012621,0.053398,0.000000,0.000000
le_chat_thinking_blog_prompt_010.txt,480,461,0,15,4,0,0,0.991667,0.960417,0.000000,0.031250,0.008333,0.000000,0.000000
le_chat_thinking_blog_prompt_011.txt,2040,1920,9,70,41,0,1,0.979902,0.941176,0.004412,0.034314,0.020098,0.000000,0.000490
le_chat_thinking_blog_prompt_012.txt,958,923,7,19,9,0,0,0.990605,0.963466,0.007307,0.019833,0.009395,0.000000,0.000000
le_chat_thinking_blog_prompt_013.txt,303,280,4,16,3,0,0,0.990099,0.924092,0.013201,0.052805,0.009901,0.000000,0.000000
le_chat_thinking_blog_prompt_014.txt,1806,1772,4,7,23,0,0,0.987265,0.981174,0.002215,0.003876,0.012735,0.000000,0.000000
le_chat_thinking_blog_prompt_015.txt,138,131,2,4,1,0,0,0.992754,0.949275,0.014493,0.028986,0.007246,0.000000,0.000000
le_chat_thinking_news_prompt_001.txt,454,439,3,6,6,0,0,0.986784,0.966960,0.006608,0.013216,0.013216,0.000000,0.000000
le_chat_thinking_news_prompt_002.txt,1221,1118,7,30,66,0,4,0.945946,0.915643,0.005733,0.024570,0.054054,0.000000,0.003276
le_chat_thinking_news_prompt_003.txt,1399,1360,7,11,21,0,0,0.984989,0.972123,0.005004,0.007863,0.015011,0.000000,0.000000
le_chat_thinking_news_prompt_004.txt,1325,1251,8,38,28,0,0,0.978868,0.944151,0.006038,0.028679,0.021132,0.000000,0.000000
le_chat_thinking_news_prompt_005.txt,838,796,1,25,16,0,0,0.980907,0.949881,0.001193,0.029833,0.019093,0.000000,0.000000
le_chat_thinking_news_prompt_006.txt,1940,1776,6,72,86,0,1,0.955670,0.915464,0.003093,0.037113,0.044330,0.000000,0.000515
le_chat_thinking_news_prompt_007.txt,633,579,8,19,27,0,0,0.957346,0.914692,0.012638,0.030016,0.042654,0.000000,0.000000
le_chat_thinking_news_prompt_008.txt,1466,1374,6,38,48,0,2,0.967258,0.937244,0.004093,0.025921,0.032742,0.000000,0.001364
le_chat_thinking_news_prompt_009.txt,452,425,4,13,10,0,0,0.977876,0.940265,0.008850,0.028761,0.022124,0.000000,0.000000
le_chat_thinking_news_prompt_010.txt,695,640,5,23,27,0,0,0.961151,0.920863,0.007194,0.033094,0.038849,0.000000,0.000000
le_chat_thinking_news_prompt_011.txt,1060,1014,2,22,22,0,0,0.979245,0.956604,0.001887,0.020755,0.020755,0.000000,0.000000
le_chat_thinking_news_prompt_012.txt,682,671,6,3,2,0,0,0.997067,0.983871,0.008798,0.004399,0.002933,0.000000,0.000000
le_chat_thinking_news_prompt_013.txt,829,789,8,21,11,0,2,0.986731,0.951749,0.009650,0.025332,0.013269,0.000000,0.002413
le_chat_thinking_news_prompt_014.txt,1329,1232,4,36,57,0,0,0.957111,0.927013,0.003010,0.027088,0.042889,0.000000,0.000000
le_chat_thinking_news_prompt_015.txt,980,873,8,10,89,0,0,0.909184,0.890816,0.008163,0.010204,0.090816,0.000000,0.000000
le_chat_thinking_unseen_prompt_001.txt,1298,1199,1,84,14,0,0,0.989214,0.923729,0.000770,0.064715,0.010786,0.000000,0.000000
le_chat_thinking_unseen_prompt_002.txt,591,570,3,7,11,0,0,0.981387,0.964467,0.005076,0.011844,0.018613,0.000000,0.000000
le_chat_thinking_unseen_prompt_003.txt,1976,1889,3,54,30,0,0,0.984818,0.955972,0.001518,0.027328,0.015182,0.000000,0.000000
le_chat_thinking_unseen_prompt_004.txt,598,570,3,6,19,0,0,0.968227,0.953177,0.005017,0.010033,0.031773,0.000000,0.000000
le_chat_thinking_unseen_prompt_005.txt,869,805,15,30,19,0,1,0.978136,0.926352,0.017261,0.034522,0.021864,0.000000,0.001151
le_chat_thinking_unseen_prompt_007.txt,873,862,1,0,10,0,0,0.988545,0.987400,0.001145,0.000000,0.011455,0.000000,0.000000
le_chat_thinking_unseen_prompt_008.txt,754,680,2,34,38,0,0,0.949602,0.901857,0.002653,0.045093,0.050398,0.000000,0.000000
le_chat_thinking_unseen_prompt_009.txt,1108,1034,3,52,19,0,0,0.982852,0.933213,0.002708,0.046931,0.017148,0.000000,0.000000
le_chat_thinking_unseen_prompt_010.txt,862,766,11,37,48,0,0,0.944316,0.888631,0.012761,0.042923,0.055684,0.000000,0.000000
le_chat_thinking_unseen_prompt_011.txt,1874,1758,9,16,91,0,0,0.951441,0.938100,0.004803,0.008538,0.048559,0.000000,0.000000
le_chat_thinking_unseen_prompt_012.txt,1878,1719,28,29,102,0,0,0.945687,0.915335,0.014909,0.015442,0.054313,0.000000,0.000000
le_chat_thinking_unseen_prompt_013.txt,1594,1504,4,39,47,0,0,0.970514,0.943538,0.002509,0.024467,0.029486,0.000000,0.000000
le_chat_thinking_unseen_prompt_014.txt,1411,1327,19,23,42,0,0,0.970234,0.940468,0.013466,0.016300,0.029766,0.000000,0.000000
le_chat_thinking_unseen_prompt_015.txt,3034,2861,10,17,146,0,0,0.951879,0.942980,0.003296,0.005603,0.048121,0.000000,0.000000
